feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,label
0.3737415583402679,2.0826073219062557,1.3840160474883254,0.23221047495807193,1.8679324862043623,0.7999063242233564,1.5697626749581965,1.743719874492238,2.718932726278635,3.638284636822279,0.581564826586093,1.133963744617058,-0.6133020651645862,0
-1.6519526617598892,2.4335415169652745,0.9680960503158473,0.00023743151304566544,1.823807750083854,0.29876706857769,0.968166987032988,0.9758697147427461,2.448763285026404,1.8628622417648355,0.11376114735329648,1.1382314176988941,-1.0896076591909614,0
-0.9408131147226801,3.2776707122064694,1.5870222957562876,0.0001366889161576173,1.999868261492312,0.42115232415595644,1.5870798626110139,1.3716820976259212,3.2913635475314593,3.8610897874723755,-0.09764618571598532,1.6893738473450457,-0.8878082199185813,0
-0.5329691611766956,2.6832287819064002,2.2976094300348557,0.005673411852577698,1.7471799907480403,0.5945752371594065,2.300982700232605,1.7887954492510842,2.7839689094803624,3.345637843831746,0.1868062980353164,1.3121558015074488,-0.5446182425047963,0
-1.0679559154995086,2.40937390554254,0.9158964136468168,0.0023675222327047265,1.793092623791666,0.4410663883372817,0.9169406481273041,1.091796891111532,2.460215359232462,1.9208499020518572,0.15194385494728135,1.2775889888711556,-0.7694678182329533,0
-0.5726676866364915,2.7072913157150666,1.5456814561102805,0.004612129820503678,1.999606684394581,0.5159943083007412,1.5480612888468046,1.4513270994289096,2.789106405977079,3.4147427510297255,-0.25824977957294915,1.2605585138551638,-0.9166784432069102,0
-0.7980350925360724,2.6887020846132383,0.2621289705952048,0.002291226371727155,1.259118408215451,0.6549554554765928,0.2636296218070993,0.8889436875400669,2.733832686424783,1.7611676410573494,-0.06125588166994324,0.7257337930001888,0.042839603230101386,0
0.10037875153108244,3.0492160434093885,0.5665083101316493,0.012934971237223395,1.535911392042324,0.8137717186768118,0.5770344239063997,1.2693178551489561,3.17735108915116,2.4338061303983096,-0.19582346505385337,0.42363786815432025,-0.8018121252772855,0
0.1898650078288895,2.5149914668571594,0.9307587265587107,0.06699706106621117,1.7879112311040943,0.7746258246100156,0.9826563802335722,1.4590633763455751,2.8276461615676287,2.691036287352386,0.004376757844170687,1.1788575048463414,-1.1477099949012195,0
-0.4353298533895638,2.851515123273581,1.5668378519472554,0.004509022225976814,1.9999095081548002,0.5526451999370884,1.5693297414368512,1.4962902638323885,2.9336540668760707,3.6350659763653126,-0.2621564027762602,0.6883613976396317,-0.7712324343341442,0
-0.27407769425916284,2.2219228862888114,2.0741822786738267,0.04437808781482952,1.8710967179140097,0.6311717125134992,2.102192472357987,1.763280823169519,2.501656744112318,3.346158050078556,-0.026496472902112198,1.0869963558719973,-0.5901603036886227,0
-0.5844841207304153,2.711927810035816,1.8790359574833335,0.004369241701355156,1.9527989104914278,0.5253027488861184,1.8813311321596033,1.5835551349195995,2.795107946678441,3.781949849087591,-0.09275066486525076,1.2788969520271942,-0.9127024992364958,0
-0.7970516790376918,1.813921609759381,0.893344064498367,0.03308779626756293,1.7773716134276565,0.5154239418576277,0.9103983068779764,1.162735699807665,2.01006533754148,1.5199311317352575,-0.313322189278859,0.9972569849512285,-1.2789331492619345,0
-0.5351635892365694,3.340858338351311,1.722171755409274,0.0005466110922112896,1.9885629338251771,0.5289192230028001,1.722460868523451,1.5304554253630303,3.3697817529429246,4.244741779756733,0.10555769627656827,0.8522694699497271,-0.8595047764636011,0
-0.3566023806123892,3.1503763970316654,1.2063229015294368,0.002134655351026937,1.9342889796176503,0.5916628464666474,1.2075858977906506,1.3835624110020253,3.204721855941543,3.3045295312443668,-0.7451319645992853,0.6799391390637654,-0.46494045016317814,0
-0.7136660791840103,2.283860052279208,0.7573525951683266,0.01119171558374136,1.6866734517629056,0.562050831099276,0.7636429082135952,1.129432335206063,2.3962890764086873,1.7457353353765095,0.1253426671274552,1.1511807812757742,-1.0909367228572056,0
-0.2343345275015175,2.636848527590306,0.9253017539327609,0.016214553628267802,1.7978884632449703,0.6616668956808515,0.9360303872968275,1.32230658032984,2.7832746555858576,2.4563220174548066,-0.39640526191815373,0.9298743635969291,-1.1394880959094047,0
0.5378733889389458,1.8112633304456631,1.9999126591957292,0.44451967065500986,1.6023425109074707,0.8928743163656574,2.3968128562429083,2.115711913135438,2.7810445237196126,2.430102865021082,-0.5338457332018242,0.9926658902418745,-1.0930640678951027,0
-1.5116241382839202,1.8637081853670574,2.3531803342053004,0.0033579179744146507,1.7092153136793586,0.3543817073076916,2.3543703189100724,1.5646457757379018,1.9361923365584885,2.7927869772804588,-0.015232364833682219,1.0876000739699492,-0.7535988435795815,0
-0.7103077219189937,2.771006615249164,1.1650785167554587,0.0023349267540084474,1.9187983987761297,0.5009645697861712,1.1662482323322627,1.2739613158299452,2.8255465672101177,2.7406078390554924,-0.010213199721157529,1.112023222523689,-1.285655760566402,0
-1.0525878840724954,3.203646634379358,1.044926580259368,0.00011648289287325745,1.864887616484554,0.42691671584570823,1.0449763087534456,1.1423029203117268,3.2151817437717947,2.84694030322341,0.27162064432630384,0.704445971684005,-0.49055046956632603,0
-0.7654710185902197,3.455244153554128,1.4610498168224642,0.00013540797736679555,1.9939837842764356,0.466984561425199,1.4611130502573884,1.3675982684947798,3.46885237589899,3.883376071081307,0.1037251861440365,1.6145319729067156,-0.6255700024874471,0
-0.9414543579264766,2.627793160957454,1.5828433056698168,0.0017125634703620888,1.9999173098630663,0.42098135705602857,1.5835642629636144,1.370151299872885,2.6762335476717594,3.23998953831763,-0.6805132025229017,1.3724032054760151,-1.5495011252033193,0
-0.7602074121915466,2.7488406066818216,0.8636311963014305,0.002119216149693975,1.7601897223950917,0.5298082281444698,0.864753974454755,1.152937355355975,2.7982705921466775,2.2554523220694147,-0.29526033247215255,1.028403366647004,-0.49846152156734497,0
-1.0610671427921192,2.84067514566385,1.1146010298423608,0.0004945825706595634,1.8977341117110131,0.4166742713147996,1.1148071096745953,1.1656378785544856,2.864685647083721,2.5966678793713354,0.2551744239473284,1.3244057104458928,-0.504805220223034,0
-0.7640184290458703,2.8939663932905098,1.2219920886456723,0.0012427526505000507,1.9397755979442,0.48140314817106084,1.222590353684021,1.2800764898266788,2.9338514587984776,2.9280643327464744,-0.17560679882430524,0.8741025844025483,-0.9599564170952231,0
-1.222880990117373,2.996988532997343,1.406396035863834,0.00013589209638789238,1.986516598636554,0.35699864659148434,1.406444549158327,1.2351490139753931,3.009944110516719,3.175549920036042,-0.213781985132677,1.7888872178178628,-1.0719763253236996,0
-2.0444498918586778,2.258099216026012,1.0823820540181008,9.554010864077308e-05,1.883078009982159,0.21383565164579924,1.0824024838994903,0.9473579191494389,2.267612926055082,1.748875257711875,-0.3588363667547326,1.0412685216414734,-1.0354442943785607,0
-1.0380980514112066,3.5000357415113745,0.3832145162621159,3.37230438258848e-05,1.3739037484990102,0.5589052785165581,0.3832333642493178,0.8833290546719618,3.505493629786466,2.562246823053756,0.10759448864505003,1.1479154124924285,-1.2282782498483085,0
-0.6795990392071387,3.1225434830167105,1.6948819096814352,0.0007258669098928799,1.992308688480366,0.4897260673005078,1.6952373856286005,1.4812123515035127,3.155333161765991,3.963015234003894,-0.6414858889677215,0.7520897607449379,-1.1334524794724727,0
0.31478713200884845,3.2753348566555722,1.245365491143322,0.012495066220423947,1.946675736403237,0.7662046010450919,1.254939268371774,1.5793276416511515,3.4158119133807796,3.815488452368649,-0.14930791306216568,1.7303560275914363,-1.2855858013613162,0
0.16092986799440567,3.6615183569943626,1.4355930590427892,0.002182989776499731,1.990842008552696,0.7154397830270766,1.4371548567748385,1.6062710996705296,3.7207338396730316,4.393294839748934,-0.3075107838884411,1.2379929675503305,-1.255281813057358,0
-1.3243663935543868,2.0817241602407854,1.0893821551575902,0.0030253562364225524,1.8863211689753054,0.35670311193535975,1.0904613091418351,1.0940878756339787,2.1392568081699705,1.7704399426815223,-0.09268474297502573,1.5304820281812788,-0.7996608218682059,0
0.442128468841535,2.29301627142127,1.4127279731855482,0.18034333488553644,1.9032411276601424,0.8077642602263874,1.5584028736761233,1.747147446555065,2.854341842768674,3.767905996452805,0.594112509507787,1.4339323665674273,-1.3084310250530449,0
0.07853324274449502,2.557912806469999,2.3605739551218474,0.04625149410789942,1.6970131122777388,0.76955126340801,2.3961668508470897,1.9921986622306094,2.861462085315995,2.800248963631477,0.2890891751962027,1.0810178272103794,-0.24144981808743138,0
-1.1459858047846703,3.6959175595597835,0.7551131326197655,8.11323324988221e-06,1.6853710550897834,0.4485845191260802,0.7551167720906015,1.011119910634196,3.6987817263982508,2.976370781405206,-0.19135375372564958,1.1070628040188484,-1.778829148233199,0
-1.5937372127904932,3.826561568087546,1.9373270089113888,4.1715022134166213e-07,1.9335762911551604,0.2881730660592588,1.937327129122847,1.3656730941375195,3.8273163467527853,4.706887090380752,-0.17362460770791122,1.2739440779972921,-0.8030731731931566,0
